customer_id,transaction_id,transaction_date,transaction_type,transaction_amount,balance_after_transaction
2396,2396,6/4/2023,DEP,35.38,6161.09
2397,2397,8/16/2023,Withdrawal,3723.81,8085.63
2398,2398,4/12/2023,Deposit,1989.4,5211.07
2399,2399,7/1/2023,Transfer,1507.47,3635.93
2400,2400,9/15/2023,Withdrawal,978.51,3825.81
2401,2401,9/22/2023,Transfer,4260.07,2910.24
2402,2402,3/13/2023,Withdrawal,1676.04,9477.04
2403,2403,12/26/2023,Deposit,1027.72,3582.42
2404,2404,11/16/2023,Withdrawal,2622.05,-724.72
2405,2405,8/29/2023,Withdrawal,3911.43,6867.92
2406,2406,4/25/2023,Deposit,3016.3,6193.24
2407,2407,3/6/2023,Transfer,4801.36,6179.65
2408,2408,10/4/2023,Transfer,4784.28,4751.36
2409,2409,5/23/2023,DEP,4512.84,14461.48
2410,2410,8/5/2023,Deposit,2830.12,5025.98
2411,2411,6/16/2023,Transfer,3843.67,11471.85
2412,2412,1/16/2023,Deposit,1449.63,8087.91
2413,2413,2/4/2023,Transfer,2881.05,95.25
2414,2414,10/6/2023,Deposit,341.81,1718.73
2415,2415,5/20/2023,Deposit,1324.53,9573.22
2416,2416,8/28/2023,Deposit,1633.45,158.76
2417,2417,11/4/2023,Deposit,1812.6,2362.16
2418,2418,10/2/2023,Deposit,813.47,2858.44
2419,2419,12/20/2023,Deposit,425.49,4860.77
2420,2420,4/25/2023,Transfer,2896.07,7897.58
2421,2421,3/28/2023,Deposit,2461.7,-1742.93
2422,2422,5/19/2023,Withdrawal,2926.82,1562.78
2423,2423,2/12/2023,Transfer,655.23,5427.42
2424,2424,12/20/2023,Withdrawal,4738.98,14063.86
2425,2425,3/10/2023,Deposit,2072.64,4423.1
2426,2426,6/14/2023,Transfer,2252.87,-64.26
2427,2427,6/2/2023,Withdrawal,2739.36,6694.67
2428,2428,6/1/2023,Deposit,3453.73,6384.45
2429,2429,4/16/2023,Transfer,1930.44,1498.19
2430,2430,10/17/2023,Deposit,724.32,-190.03
2431,2431,12/4/2023,Withdrawal,3917.77,-1188.18
2432,2432,12/25/2023,Transfer,1310.18,6937.37
2433,2433,3/20/2023,Transfer,2219.9,1964.28
2434,2434,4/21/2023,Transfer,3165.32,10930.13
2435,2435,9/25/2023,Transfer,4827.18,1284.81
2436,2436,5/28/2023,Transfer,177.59,5816.22
2437,2437,12/1/2023,Withdrawal,2599.15,5896.79
2438,2438,12/2/2023,Transfer,4681.26,882.02
2439,2439,11/13/2023,Transfer,1283.18,7477.53
2440,2440,3/12/2023,Deposit,570.37,2444.5
2441,2441,8/29/2023,Transfer,2988.23,10373.32
2442,2442,8/16/2023,Withdrawal,769.44,4759.48
2443,2443,5/30/2023,Withdrawal,4395.57,3052.96
2444,2444,3/14/2023,Withdrawal,3618.63,-1759.3
2445,2445,1/17/2023,Deposit,613.91,5985.65
2446,2446,4/7/2023,Transfer,2891.47,-2525.33
2447,2447,9/15/2023,withdraw,145.3,1528.46
2448,2448,9/20/2023,Transfer,4227.4,13149.5
2449,2449,8/11/2023,Withdrawal,1035.13,3633.44
2450,2450,1/14/2023,Withdrawal,3661.76,8789.6
2451,2451,9/17/2023,Withdrawal,540.55,8544.47
2452,2452,6/22/2023,Deposit,2367.4,7268.24
2453,2453,7/10/2023,DEP,4646.86,1933.57
2454,2454,9/23/2023,Transfer,381.64,2679.0
2455,2455,2/14/2023,Transfer,1483.9,-576.33
2456,2456,8/4/2023,Transfer,3915.3,-317.12
2457,2457,10/27/2023,Withdrawal,2322.18,5684.75
2458,2458,7/2/2023,Transfer,3255.01,1268.68
2459,2459,5/26/2023,Deposit,4061.92,-2297.23
2460,2460,1/11/2023,Deposit,3922.41,9418.88
2461,2461,8/30/2023,Deposit,1982.91,729.11
2462,2462,7/1/2023,Transfer,2158.81,7313.2
2463,2463,5/9/2023,Deposit,2859.89,8676.28
2464,2464,2/22/2023,Withdrawal,622.57,9208.76
2465,2465,12/18/2023,Deposit,4348.92,4875.34
2466,2466,7/27/2023,Transfer,476.49,690.93
2467,2467,7/25/2023,Withdrawal,932.22,5755.47
2468,2468,2/2/2023,Deposit,4724.55,3909.24
2469,2469,3/24/2023,Transfer,1416.38,6708.01
2470,2470,1/25/2023,Transfer,1228.63,7545.62
2471,2471,3/15/2023,Transfer,2132.48,3525.08
2472,2472,5/12/2023,Withdrawal,3624.19,10647.53
2473,2473,6/1/2023,Transfer,1837.45,4795.34
2474,2474,7/9/2023,Deposit,4374.88,9870.02
2475,2475,12/6/2023,Deposit,755.31,3355.23
2476,2476,8/6/2023,Deposit,598.54,5907.44
2477,2477,11/14/2023,Transfer,396.23,5942.14
2478,2478,8/13/2023,Transfer,1498.81,4297.8
2479,2479,11/14/2023,DEP,1005.79,2141.48
2480,2480,3/17/2023,Withdrawal,2312.04,1615.78
2481,2481,6/15/2023,Withdrawal,4978.54,194.58
2482,2482,5/25/2023,Withdrawal,4344.02,790.28
2483,2483,1/10/2023,Withdrawal,4475.87,-162.6
2484,2484,6/20/2023,Transfer,4155.39,7496.21
2485,2485,10/16/2023,Withdrawal,1365.83,4935.72
2486,2486,2/6/2023,Deposit,1139.36,1592.51
2487,2487,4/30/2023,Transfer,3663.23,9504.32
2488,2488,6/23/2023,Transfer,2998.84,5515.05
2489,2489,12/31/2023,Deposit,1038.56,7770.37
2490,2490,2/7/2023,Deposit,4837.02,14774.9
2491,2491,1/21/2023,Withdrawal,2126.82,-1147.52
2492,2492,6/10/2023,Transfer,4073.98,-1852.82
2493,2493,8/6/2023,Withdrawal,378.29,6950.76
2494,2494,9/1/2023,Withdrawal,185.48,6302.4
2495,2495,2/12/2023,Transfer,2284.47,3709.74
2496,2496,4/28/2023,Deposit,605.76,5741.32
2497,2497,4/4/2023,Transfer,4896.53,-772.56
2498,2498,11/20/2023,Deposit,4061.98,5510.93
2499,2499,7/17/2023,Deposit,2275.83,6291.07
2500,2500,9/8/2023,Withdrawal,4897.78,-4072.68
2501,2501,7/11/2023,Withdrawal,1198.99,2189.89
2502,2502,11/16/2023,Withdrawal,3398.09,830.77
2503,2503,5/5/2023,Transfer,97.47,280.34
2504,2504,2/6/2023,Transfer,1867.6,2902.03
2505,2505,3/20/2023,Deposit,405.83,8926.87
2506,2506,4/14/2023,Deposit,1843.2,9788.28
2507,2507,5/31/2023,Transfer,1909.19,8669.01
2508,2508,8/22/2023,Transfer,1882.1,10201.45
2509,2509,3/14/2023,Deposit,2078.01,4653.55
2510,2510,2/3/2023,Deposit,3088.1,4195.01
2511,2511,12/29/2023,Transfer,955.24,5238.87
2512,2512,6/11/2023,Withdrawal,1179.64,7321.97
2513,2513,7/27/2023,Transfer,3230.7,6129.31
2514,2514,9/17/2023,Withdrawal,2336.52,5324.27
2515,2515,12/3/2023,Withdrawal,817.98,7723.27
2516,2516,7/23/2023,Transfer,3938.35,9473.52
2517,2517,7/16/2023,Deposit,4655.1,-458.63
2518,2518,8/18/2023,Withdrawal,2332.02,7159.64
2519,2519,4/10/2023,Transfer,3074.01,-1301.21
2520,2520,4/4/2023,Withdrawal,4078.57,-3619.47
2521,2521,3/4/2023,Withdrawal,4819.12,6692.61
2522,2522,11/30/2023,Deposit,4846.05,2020.14
2523,2523,7/13/2023,Withdrawal,4614.96,12525.52
2524,2524,10/11/2023,Transfer,4081.9,3114.69
2525,2525,10/4/2023,Withdrawal,2134.63,6391.31
2526,2526,7/26/2023,Transfer,3351.52,6327.46
2527,2527,12/30/2023,Withdrawal,3819.47,679.12
2528,2528,3/28/2023,Deposit,468.59,9346.33
2529,2529,5/18/2023,Deposit,590.66,9780.01
2530,2530,1/26/2023,Withdrawal,3529.94,600.79
2531,2531,10/17/2023,DEP,3337.9,5031.89
2532,2532,9/15/2023,withdraw,4021.25,-3031.86
2533,2533,6/21/2023,Withdrawal,931.05,6292.65
2534,2534,8/27/2023,Deposit,4684.03,12339.79
2535,2535,2/12/2023,Deposit,1199.4,643.47
2536,2536,11/4/2023,Withdrawal,684.15,2566.14
2537,2537,4/20/2023,Transfer,1628.43,7970.69
2538,2538,5/27/2023,Transfer,4044.73,617.87
2539,2539,5/3/2023,withdraw,150.91,6229.2
2540,2540,11/1/2023,Deposit,1141.89,7937.93
2541,2541,8/27/2023,Transfer,4778.45,8647.33
2542,2542,7/10/2023,Transfer,94.88,7786.19
2543,2543,4/26/2023,Withdrawal,1398.51,5659.85
2544,2544,6/6/2023,Deposit,1635.6,8542.38
2545,2545,11/28/2023,Withdrawal,4620.32,6200.21
2546,2546,7/26/2023,Withdrawal,4257.53,9052.46
2547,2547,2/22/2023,DEP,2305.84,8119.85
2548,2548,4/8/2023,Withdrawal,1594.61,746.61
2549,2549,1/28/2023,Deposit,4722.69,12332.5
2550,2550,8/1/2023,Deposit,949.62,2248.32
2551,2551,5/25/2023,Deposit,2389.34,-805.75
2552,2552,9/2/2023,DEP,2098.01,6289.87
2553,2553,9/5/2023,Withdrawal,4676.67,6116.58
2554,2554,12/4/2023,Deposit,3781.49,-3566.21
2555,2555,1/24/2023,Transfer,2322.25,6495.13
2556,2556,9/10/2023,Transfer,3039.19,3481.48
2557,2557,12/10/2023,withdraw,4538.53,9540.4
2558,2558,11/28/2023,Withdrawal,4157.83,-3541.25
2559,2559,2/5/2023,Withdrawal,3081.11,-679.7
2560,2560,7/16/2023,Withdrawal,4577.44,713.61
2561,2561,7/3/2023,Withdrawal,1907.63,5499.49
2562,2562,3/8/2023,Deposit,3668.57,11628.35
2563,2563,2/2/2023,Withdrawal,90.41,5151.34
2564,2564,6/16/2023,Deposit,2919.04,9415.7
2565,2565,12/6/2023,Deposit,693.52,8350.31
2566,2566,7/5/2023,Withdrawal,2626.26,-1880.79
2567,2567,1/12/2023,Transfer,1240.09,-158.28
2568,2568,9/2/2023,Withdrawal,1909.61,6542.42
2569,2569,3/25/2023,Transfer,3962.9,2173.47
2570,2570,12/3/2023,Transfer,302.44,-156.56
2571,2571,2/12/2023,Deposit,2691.63,1888.6
2572,2572,4/17/2023,Transfer,732.92,1077.41
2573,2573,1/13/2023,Transfer,2870.47,9357.01
2574,2574,12/5/2023,Deposit,3171.63,-421.05
2575,2575,3/31/2023,Withdrawal,918.61,9947.8
2576,2576,4/26/2023,Transfer,39.77,771.86
2577,2577,4/16/2023,Withdrawal,436.41,8547.55
2578,2578,6/22/2023,Deposit,3451.17,532.87
2579,2579,12/11/2023,DEP,1906.69,10492.58
2580,2580,1/23/2023,Deposit,1870.75,10040.46
2581,2581,10/18/2023,Deposit,3462.53,-993.53
2582,2582,8/29/2023,Deposit,2490.69,3091.31
2583,2583,4/6/2023,Transfer,3189.06,3796.6
2584,2584,11/6/2023,Deposit,4597.45,6720.96
2585,2585,5/5/2023,Withdrawal,2539.25,11851.27
2586,2586,8/22/2023,Deposit,3193.8,-2428.22
2587,2587,6/26/2023,DEP,3202.17,6509.57
2588,2588,3/11/2023,Transfer,2678.15,2903.38
2589,2589,7/25/2023,Transfer,3325.52,6564.01
2590,2590,8/21/2023,Withdrawal,4173.38,1285.08
2591,2591,4/30/2023,Transfer,4041.08,2542.06
2592,2592,10/20/2023,Withdrawal,295.78,6995.91
2593,2593,4/29/2023,Deposit,4759.42,13110.58
2594,2594,1/22/2023,Withdrawal,4237.53,-3040.77
2595,2595,9/6/2023,Deposit,4853.31,2789.23
2596,2596,7/31/2023,Deposit,978.46,3834.31
2597,2597,7/4/2023,Deposit,2686.68,4155.32
2598,2598,11/23/2023,Transfer,2205.07,524.92
2599,2599,7/7/2023,Withdrawal,1891.02,6703.11
2600,2600,7/2/2023,Transfer,2038.51,8349.69
2601,2601,2/10/2023,Transfer,4519.07,1495.01
2602,2602,1/28/2023,Withdrawal,3495.25,2392.66
2603,2603,10/14/2023,withdraw,1630.5,5775.91
2604,2604,1/21/2023,DEP,1900.6,6128.95
2605,2605,3/15/2023,withdraw,2347.92,3916.33
2606,2606,11/3/2023,Withdrawal,1840.98,5233.85
2607,2607,2/5/2023,Deposit,1058.27,6227.39
2608,2608,1/19/2023,withdraw,2182.38,3917.2
2609,2609,9/19/2023,Withdrawal,406.84,402.38
2610,2610,6/25/2023,Deposit,4273.56,-868.84
2611,2611,1/15/2023,Transfer,4126.1,7586.37
2612,2612,4/20/2023,Transfer,4460.69,9659.88
2613,2613,4/19/2023,withdraw,2235.09,4894.25
2614,2614,5/4/2023,Withdrawal,3259.63,3129.17
2615,2615,11/1/2023,Deposit,4051.87,9803.63
2616,2616,1/18/2023,Transfer,1581.14,4566.18
2617,2617,3/25/2023,Deposit,3170.59,5236.07
2618,2618,7/12/2023,Transfer,2196.78,10071.18
2619,2619,7/7/2023,DEP,1874.82,42.95
2620,2620,6/13/2023,Withdrawal,4298.77,10884.57
2621,2621,7/29/2023,Deposit,3124.15,5951.73
2622,2622,1/20/2023,Transfer,3120.74,7533.19
2623,2623,9/8/2023,Withdrawal,792.75,8462.47
2624,2624,4/23/2023,Transfer,1741.12,2058.56
2625,2625,11/13/2023,Withdrawal,4207.88,9418.66
2626,2626,12/23/2023,Transfer,1075.33,1561.74
2627,2627,11/11/2023,Transfer,4852.61,7547.97
2628,2628,5/30/2023,DEP,4161.06,12948.78
2629,2629,11/20/2023,Withdrawal,1345.4,1838.44
2630,2630,9/17/2023,Transfer,550.01,880.99
2631,2631,3/24/2023,Deposit,856.08,6299.0
2632,2632,11/10/2023,withdraw,1218.59,8492.95
2633,2633,2/27/2023,Transfer,1196.36,-313.31
2634,2634,2/23/2023,Withdrawal,91.23,3025.6
2635,2635,1/28/2023,withdraw,3579.36,8327.44
2636,2636,12/27/2023,Transfer,4885.56,13207.31
2637,2637,7/24/2023,Transfer,1439.31,4201.37
2638,2638,2/26/2023,Transfer,91.23,3593.71
2639,2639,3/5/2023,Transfer,4592.37,8498.87
2640,2640,4/2/2023,Deposit,1038.94,4897.32
2641,2641,10/13/2023,Deposit,45.7,2037.72
2642,2642,12/8/2023,Withdrawal,1128.37,10293.46
2643,2643,1/23/2023,Withdrawal,529.04,8478.85
2644,2644,1/18/2023,Deposit,3632.97,6125.89
2645,2645,9/11/2023,Withdrawal,18.19,3754.65
2646,2646,3/22/2023,Deposit,2212.34,2760.76
2647,2647,7/1/2023,Deposit,2464.84,-1221.38
2648,2648,12/17/2023,Withdrawal,3923.17,-284.08
2649,2649,5/16/2023,Withdrawal,2616.6,11736.13
2650,2650,4/17/2023,Transfer,632.44,9180.3
2651,2651,5/14/2023,Deposit,2138.14,6099.63
2652,2652,7/19/2023,Deposit,4673.61,7134.02
2653,2653,9/11/2023,Deposit,1191.65,7822.67
2654,2654,10/23/2023,Withdrawal,1504.35,7510.76
2655,2655,6/28/2023,Deposit,4367.56,12617.76
2656,2656,2/16/2023,Deposit,3931.96,9078.48
2657,2657,8/11/2023,Withdrawal,1484.63,1764.86
2658,2658,4/25/2023,Deposit,3544.78,3835.63
2659,2659,11/22/2023,Deposit,434.73,8405.49
2660,2660,7/15/2023,Transfer,2719.54,2629.92
2661,2661,9/6/2023,Transfer,4356.17,1032.29
2662,2662,8/14/2023,Transfer,4214.16,5360.76
2663,2663,10/10/2023,Deposit,1022.2,3891.45
2664,2664,2/23/2023,Transfer,2670.5,5896.93
2665,2665,5/22/2023,Withdrawal,1998.32,5462.72
2666,2666,8/21/2023,DEP,2808.67,-2592.38
2667,2667,5/30/2023,Withdrawal,384.61,1695.89
2668,2668,7/16/2023,Withdrawal,4906.96,5440.67
2669,2669,2/25/2023,Withdrawal,2821.94,-313.66
2670,2670,12/30/2023,Deposit,605.26,1345.32
2671,2671,7/29/2023,Withdrawal,3214.92,163.13
2672,2672,11/12/2023,Deposit,48.49,1300.19
2673,2673,2/20/2023,DEP,42.27,9145.13
2674,2674,5/8/2023,Deposit,903.94,8486.06
2675,2675,9/14/2023,Withdrawal,1361.93,7436.15
2676,2676,1/12/2023,Withdrawal,1323.17,9397.5
2677,2677,1/24/2023,Deposit,2221.43,9025.82
2678,2678,5/6/2023,Transfer,2570.84,10700.82
2679,2679,11/27/2023,Withdrawal,2116.54,4317.55
2680,2680,6/20/2023,Withdrawal,1875.7,6234.62
2681,2681,4/15/2023,Transfer,3354.0,5396.17
2682,2682,8/9/2023,Withdrawal,1249.2,5686.06
2683,2683,2/26/2023,Deposit,3142.75,879.75
2684,2684,5/29/2023,Deposit,4783.77,11065.16
2685,2685,2/9/2023,Withdrawal,2364.15,11749.67
2686,2686,2/2/2023,Withdrawal,2560.88,1916.93
2687,2687,6/10/2023,Deposit,3644.11,2147.84
2688,2688,4/18/2023,Transfer,2541.9,7515.99
2689,2689,3/6/2023,withdraw,728.1,8378.26
2690,2690,3/17/2023,Deposit,3057.41,3742.37
2691,2691,2/15/2023,withdraw,2548.78,1705.15
2692,2692,12/30/2023,Withdrawal,4757.87,1350.47
2693,2693,8/23/2023,Withdrawal,474.09,2119.08
2694,2694,4/24/2023,Transfer,2686.98,6172.22
2695,2695,11/4/2023,Withdrawal,3088.49,4299.7
2696,2696,5/4/2023,Withdrawal,3103.27,8770.97
2697,2697,10/13/2023,withdraw,307.91,2903.39
2698,2698,5/23/2023,Transfer,1645.88,5332.63
2699,2699,5/17/2023,Withdrawal,1320.09,6796.76
2700,2700,9/4/2023,Deposit,3403.13,8857.87
2701,2701,10/15/2023,Withdrawal,3679.71,-1216.03
2702,2702,3/13/2023,Deposit,1054.25,1984.2
2703,2703,10/10/2023,Withdrawal,4132.14,599.91
2704,2704,2/11/2023,withdraw,2430.32,5221.77
2705,2705,9/21/2023,Withdrawal,1322.17,11296.83
2706,2706,8/9/2023,Withdrawal,1505.77,433.26
2707,2707,9/24/2023,Withdrawal,1325.05,6248.75
2708,2708,8/31/2023,Transfer,3026.16,3184.31
2709,2709,2/13/2023,Transfer,2640.06,2718.75
2710,2710,10/16/2023,Transfer,4694.26,14362.18
2711,2711,3/8/2023,Deposit,1375.71,4670.97
2712,2712,11/7/2023,withdraw,1602.69,3454.77
2713,2713,9/26/2023,Withdrawal,42.32,8830.53
2714,2714,2/5/2023,Withdrawal,1498.71,2278.73
2715,2715,3/28/2023,Transfer,1261.89,9451.37
2716,2716,1/26/2023,Deposit,2015.96,3917.48
2717,2717,10/21/2023,Withdrawal,2483.25,4206.89
2718,2718,4/10/2023,Deposit,3354.55,5705.44
2719,2719,5/31/2023,Withdrawal,967.52,2610.34
2720,2720,5/16/2023,Deposit,2786.53,9998.08
2721,2721,9/27/2023,Deposit,3645.93,-2087.55
2722,2722,10/7/2023,withdraw,1213.5,5632.07
2723,2723,4/11/2023,Withdrawal,1762.55,3131.24
2724,2724,6/2/2023,Withdrawal,1033.54,7008.9
2725,2725,4/28/2023,Transfer,564.05,8638.91
2726,2726,8/27/2023,Deposit,3783.46,1853.73
2727,2727,1/17/2023,Deposit,1207.92,8457.3
2728,2728,5/12/2023,Withdrawal,1844.17,5808.93
2729,2729,9/8/2023,Deposit,1245.96,1275.6
2730,2730,3/26/2023,Deposit,228.69,2083.93
2731,2731,7/31/2023,Withdrawal,3647.66,8489.4
2732,2732,12/31/2023,Withdrawal,3220.22,-1825.83
2733,2733,4/15/2023,withdraw,2385.87,6384.46
2734,2734,12/3/2023,Withdrawal,3374.94,11244.12
2735,2735,4/9/2023,Withdrawal,4234.03,9899.0
2736,2736,2/10/2023,Withdrawal,3096.13,10338.61
2737,2737,3/1/2023,Deposit,4534.86,5129.76
2738,2738,3/28/2023,Withdrawal,1015.46,1099.37
2739,2739,2/12/2023,Transfer,4417.95,10667.95
2740,2740,11/4/2023,Deposit,2712.26,7539.21
2741,2741,1/21/2023,withdraw,4209.71,1876.06
2742,2742,6/1/2023,Withdrawal,3721.61,-2740.82
2743,2743,5/2/2023,Withdrawal,297.62,6856.6
2744,2744,6/21/2023,Deposit,4190.6,3865.2
2745,2745,7/30/2023,Withdrawal,1693.07,7201.19
2746,2746,5/13/2023,withdraw,2121.44,1516.89
2747,2747,10/27/2023,Deposit,65.26,1894.27
2748,2748,8/7/2023,Withdrawal,3796.02,6523.03
2749,2749,11/30/2023,Deposit,2340.12,7613.2
2750,2750,3/6/2023,Deposit,4698.7,7328.33
2751,2751,6/8/2023,Deposit,1412.18,6389.48
2752,2752,10/28/2023,Withdrawal,2485.4,-1081.16
2753,2753,4/24/2023,Deposit,2061.56,7274.16
2754,2754,3/15/2023,Transfer,3962.63,1047.44
2755,2755,11/7/2023,Deposit,2682.86,4157.89
2756,2756,3/1/2023,Deposit,2304.79,7645.59
2757,2757,9/11/2023,Withdrawal,4734.63,12983.67
2758,2758,8/31/2023,Deposit,1895.94,5822.61
2759,2759,4/25/2023,Withdrawal,2455.19,4425.38
2760,2760,10/22/2023,DEP,2775.16,9969.31
2761,2761,4/14/2023,Transfer,278.79,6267.58
2762,2762,2/17/2023,Withdrawal,2637.3,7018.89
2763,2763,3/21/2023,Transfer,1685.64,7176.96
2764,2764,1/27/2023,Deposit,3254.73,4483.63
2765,2765,9/29/2023,Transfer,3221.69,8687.69
2766,2766,8/21/2023,Deposit,3559.38,3684.75
2767,2767,9/11/2023,Deposit,2001.76,4313.16
2768,2768,12/31/2023,Deposit,532.89,5670.26
2769,2769,12/13/2023,Deposit,2201.37,6798.03
2770,2770,5/17/2023,Deposit,2765.41,9088.76
2771,2771,6/2/2023,Deposit,134.0,4102.84
2772,2772,12/10/2023,Withdrawal,2741.34,-2167.01
2773,2773,2/27/2023,Deposit,2002.39,4010.68
2774,2774,8/8/2023,Deposit,2397.5,5969.95
2775,2775,1/18/2023,Deposit,1523.65,3896.38
2776,2776,3/31/2023,Transfer,2465.78,5221.99
2777,2777,11/26/2023,Transfer,4410.38,12467.41
2778,2778,6/26/2023,Withdrawal,3941.37,4714.98
2779,2779,2/13/2023,Transfer,3084.06,3312.8
2780,2780,7/22/2023,Withdrawal,3136.62,12202.24
2781,2781,4/20/2023,Deposit,4478.0,11415.22
2782,2782,7/12/2023,Deposit,2403.68,5457.07
2783,2783,12/3/2023,Withdrawal,2701.34,4184.93
2784,2784,5/8/2023,Withdrawal,4302.29,13033.74
2785,2785,1/10/2023,Withdrawal,3776.04,-1469.43
2786,2786,11/15/2023,Deposit,2170.98,9793.86
2787,2787,4/4/2023,Transfer,1533.26,-273.41
2788,2788,10/29/2023,Deposit,2593.92,3604.66
2789,2789,8/13/2023,Withdrawal,611.85,5578.91
2790,2790,9/15/2023,Deposit,3405.39,-333.04
2791,2791,8/12/2023,DEP,2327.59,8004.84
2792,2792,9/16/2023,Deposit,2978.99,9788.56
2793,2793,2/5/2023,Transfer,4232.53,-1889.56
2794,2794,9/18/2023,Transfer,1788.04,5241.23
2795,2795,10/3/2023,Deposit,2490.87,12445.92
2796,2796,9/16/2023,Deposit,2782.9,10406.45
2797,2797,9/16/2023,Withdrawal,1408.07,412.42
2798,2798,12/22/2023,Deposit,1381.43,7755.01
2799,2799,11/22/2023,Transfer,2635.85,2829.75
2800,2800,8/16/2023,Transfer,1293.24,6043.45
2801,2801,3/29/2023,Deposit,4307.4,9687.13
2802,2802,10/30/2023,Transfer,4974.43,14700.97
2803,2803,4/12/2023,Transfer,1062.15,8460.48
2804,2804,10/20/2023,Transfer,2880.54,4208.47
2805,2805,1/8/2023,Deposit,735.44,4635.37
2806,2806,4/12/2023,Withdrawal,936.0,4244.44
2807,2807,4/23/2023,Transfer,3832.19,13753.81
2808,2808,7/27/2023,Withdrawal,1006.4,-695.85
2809,2809,12/29/2023,Deposit,3747.52,-645.78
2810,2810,2/14/2023,Withdrawal,2026.1,3450.56
2811,2811,1/10/2023,Withdrawal,2402.5,815.72
2812,2812,12/8/2023,Withdrawal,1304.46,3385.38
2813,2813,8/20/2023,DEP,2749.42,735.71
2814,2814,8/21/2023,Deposit,1664.46,7966.32
2815,2815,12/9/2023,Deposit,881.09,7718.91
2816,2816,6/18/2023,Deposit,703.97,8011.61
2817,2817,9/25/2023,Transfer,4998.29,12446.98
2818,2818,8/25/2023,Deposit,1734.71,7267.64
2819,2819,9/21/2023,Withdrawal,4026.57,3676.82
2820,2820,10/28/2023,Withdrawal,1713.51,1973.94
2821,2821,3/29/2023,Deposit,3118.57,-430.75
2822,2822,6/3/2023,Transfer,4207.4,14099.53
2823,2823,12/8/2023,Transfer,3483.21,10039.24
2824,2824,4/17/2023,Deposit,354.69,1129.06
2825,2825,8/5/2023,Transfer,971.95,3747.77
2826,2826,6/8/2023,Withdrawal,4369.18,14179.44
2827,2827,11/8/2023,DEP,2361.4,12290.5
2828,2828,12/20/2023,Transfer,2996.36,1384.86
2829,2829,2/6/2023,Deposit,132.02,9073.24
2830,2830,3/13/2023,Withdrawal,2441.71,8402.43
2831,2831,5/1/2023,Transfer,2159.97,2983.38
2832,2832,6/21/2023,Transfer,3434.12,7612.35
2833,2833,8/15/2023,Withdrawal,1379.49,10311.58
2834,2834,8/5/2023,Transfer,3722.02,9971.17
2835,2835,4/5/2023,Withdrawal,3357.77,6762.37
2836,2836,6/26/2023,Transfer,2553.46,7523.59
2837,2837,3/28/2023,Deposit,1884.5,2611.88
2838,2838,4/12/2023,DEP,1516.94,6083.37
2839,2839,11/20/2023,Transfer,2680.15,504.79
2840,2840,12/22/2023,Transfer,2888.35,9254.63
2841,2841,5/7/2023,Withdrawal,2246.18,-1629.03
2842,2842,3/11/2023,Withdrawal,1609.67,10482.69
2843,2843,8/11/2023,Deposit,4400.7,-188.27
2844,2844,9/17/2023,DEP,1557.96,6470.58
2845,2845,10/4/2023,Deposit,3364.11,10686.08
2846,2846,10/25/2023,Deposit,4525.08,246.25
2847,2847,3/25/2023,Deposit,3237.78,5305.01
2848,2848,5/14/2023,Withdrawal,1835.96,3829.94
2849,2849,9/12/2023,Deposit,1493.07,7992.85
2850,2850,1/11/2023,Transfer,4268.47,-2329.32
2851,2851,7/29/2023,Deposit,2454.88,5089.4
2852,2852,3/14/2023,Deposit,2970.91,6959.84
2853,2853,5/20/2023,Deposit,2985.54,11921.99
2854,2854,10/14/2023,Deposit,2673.67,8214.21
2855,2855,6/8/2023,withdraw,4657.32,2320.62
2856,2856,6/20/2023,withdraw,4655.86,-169.54
2857,2857,7/5/2023,Withdrawal,211.7,3888.82
2858,2858,2/19/2023,Deposit,2533.27,1954.29
2859,2859,9/4/2023,Withdrawal,2832.18,7034.9
2860,2860,12/20/2023,Deposit,4628.54,11416.53
2861,2861,7/27/2023,Transfer,357.59,3729.11
2862,2862,2/10/2023,Withdrawal,3947.48,-2156.79
2863,2863,4/22/2023,Withdrawal,3215.67,3879.35
2864,2864,7/23/2023,DEP,3665.17,4075.02
2865,2865,7/24/2023,Withdrawal,1465.61,5750.05
2866,2866,6/21/2023,Withdrawal,3735.6,6441.71
2867,2867,5/7/2023,Withdrawal,1420.53,562.97
2868,2868,3/7/2023,Transfer,3381.58,7233.25
2869,2869,9/28/2023,Deposit,3937.24,-2673.99
2870,2870,2/3/2023,Transfer,3918.7,-12.25
2871,2871,7/17/2023,Transfer,2726.42,3839.41
2872,2872,2/13/2023,Deposit,2073.7,2812.84
2873,2873,9/10/2023,Transfer,1225.33,618.75
2874,2874,6/10/2023,Transfer,177.14,1209.83
2875,2875,12/1/2023,Withdrawal,253.99,6087.18
2876,2876,12/21/2023,Withdrawal,2098.39,8388.32
2877,2877,12/14/2023,Deposit,483.73,-329.11
2878,2878,12/28/2023,Deposit,568.7,3369.31
2879,2879,4/28/2023,Transfer,981.56,-109.79
2880,2880,10/23/2023,Deposit,2411.72,5000.86
2881,2881,9/19/2023,Deposit,2962.84,3884.24
2882,2882,3/16/2023,Withdrawal,3474.39,-2882.07
2883,2883,1/14/2023,Transfer,2436.24,11854.62
2884,2884,1/5/2023,Withdrawal,3327.04,12930.65
2885,2885,10/28/2023,Withdrawal,4311.92,-898.67
2886,2886,7/6/2023,Withdrawal,1877.07,-484.01
